predicted_price
1047309.4572724473
1103247.451019339
819362.1327538637
1059895.505865498
1160583.894609903
924245.8710292856
813768.33337917447
724267.54338414781
469749.67183579062
496320.21886556409
718673.74400945858
928441.22056030249
952214.86790273141
889284.62493747822
634766.75338912103
199848.85200703819
571836.51042386796
728462.8929151647
619383.80510872591
371858.18277873012
830549.73150324204
431991.52605663874
1023535.8099300184
1219318.7880441393
831948.18134691427
606797.75651567522
601203.95714098611
180037.47922168067
788596.23619307321
